epoch,accuracy,loss,val_accuracy,val_loss
0,0.5281632542610168,2.568450450897217,0.5877862572669983,1.0730055570602417
1,0.5118367075920105,0.9717129468917847,0.5877862572669983,12.92557144165039
2,0.5338775515556335,0.868541419506073,0.5877862572669983,198.7705078125
3,0.5265306234359741,0.8134316205978394,0.4122137427330017,36.019264221191406
4,0.5371428728103638,0.7755158543586731,0.4122137427330017,137.73760986328125
5,0.5273469090461731,0.835508406162262,0.5877862572669983,757.877197265625
6,0.5575510263442993,0.7410706281661987,0.5877862572669983,149.96585083007812
7,0.5395918488502502,0.7300892472267151,0.5877862572669983,38.06868362426758
8,0.5820407867431641,0.7002027630805969,0.5877862572669983,70.6375503540039
9,0.5714285969734192,0.6977968811988831,0.5877862572669983,1.7693272829055786
