epoch,accuracy,loss,val_accuracy,val_loss
0,0.3932914137840271,6.284484386444092,0.30136987566947937,6.034221649169922
1,0.4226415157318115,1.152616024017334,0.30136987566947937,2.120450496673584
2,0.42138364911079407,1.1475865840911865,0.30136987566947937,1.3210967779159546
3,0.43354296684265137,1.1129792928695679,0.32485324144363403,1.214597463607788
4,0.4209643602371216,1.1030712127685547,0.48727983236312866,1.1134421825408936
5,0.43396225571632385,1.0988986492156982,0.48727983236312866,1.0707000494003296
6,0.425995796918869,1.088187575340271,0.48727983236312866,1.3439303636550903
7,0.43144655227661133,1.0901528596878052,0.48727983236312866,1.057855248451233
8,0.43731656670570374,1.0854606628417969,0.4187867045402527,1.0534727573394775
9,0.4322851300239563,1.0754339694976807,0.4755381643772125,1.104250431060791
