accuracy,loss,val_accuracy,val_loss
0.5004081726074219,5.085771083831787,0.4122137427330017,1.33389413356781
0.5444898009300232,1.1393204927444458,0.4122137427330017,0.8144047856330872
0.53632652759552,0.9987578988075256,0.5877862572669983,1.2829581499099731
0.5444898009300232,0.9020516872406006,0.4122137427330017,1.3150213956832886
0.5608163475990295,0.8292098045349121,0.5877862572669983,8.573336601257324
0.5510203838348389,0.7990285158157349,0.5877862572669983,16.446613311767578
0.563265323638916,0.7676039934158325,0.5877862572669983,59.408843994140625
0.5648979544639587,0.7414263486862183,0.5877862572669983,88.7083969116211
0.5689796209335327,0.7211254835128784,0.5877862572669983,26.974679946899414
0.5844898223876953,13.640380859375,0.4122137427330017,1.2680331468582153
