epoch,accuracy,loss,val_accuracy,val_loss
0,0.40964362025260925,5.868297576904297,0.48727983236312866,5.790261745452881
1,0.4146750569343567,1.2406196594238281,0.48727983236312866,3.4090754985809326
2,0.4138364791870117,1.165524959564209,0.31702545285224915,1.3599773645401
3,0.41886791586875916,1.1243396997451782,0.3913894295692444,1.0783345699310303
4,0.43060797452926636,1.1053589582443237,0.48727983236312866,1.0577179193496704
5,0.43102726340293884,1.0786744356155396,0.48727983236312866,1.0656583309173584
6,0.43941301107406616,1.080780267715454,0.48727983236312866,1.1306151151657104
7,0.43647798895835876,1.0852339267730713,0.48727983236312866,1.0388493537902832
8,0.4440251588821411,1.0695234537124634,0.48727983236312866,1.053040623664856
9,0.44360587000846863,1.0740721225738525,0.48727983236312866,1.054928183555603
